unixtime,hour_utc,hour_dk,area,temp_mean_past1h,radia_glob_past1h,wind_speed_past1h,precip_past1h,pressure,humidity_past1h,cloud_cover
1735765200,2025-01-01 22:00:00,2025-01-01 23:00:00,fyn,5.225,0.0,6.6,0.0,991.725,84.25,56.6667
1735768800,2025-01-01 23:00:00,2025-01-02 00:00:00,fyn,4.35,0.0,6.55,0.0,992.571,77.0,36.6667
1735772400,2025-01-02 00:00:00,2025-01-02 01:00:00,fyn,3.75,0.0,5.625,0.0,993.287,76.0,91.6667
1735776000,2025-01-02 01:00:00,2025-01-02 02:00:00,fyn,3.475,0.0,5.075,0.0,993.838,76.25,90.0
1735779600,2025-01-02 02:00:00,2025-01-02 03:00:00,fyn,2.95,0.0,5.725,0.0333333,994.838,75.25,76.6667
1735783200,2025-01-02 03:00:00,2025-01-02 04:00:00,fyn,2.35,0.0,6.65,0.0,996.1,78.0,63.3333
1735786800,2025-01-02 04:00:00,2025-01-02 05:00:00,fyn,1.2,0.0,5.6,0.0333333,997.335,84.3333,45.0
1735790400,2025-01-02 05:00:00,2025-01-02 06:00:00,fyn,1.25,0.0,6.075,0.0,998.508,81.0,25.0
1735794000,2025-01-02 06:00:00,2025-01-02 07:00:00,fyn,0.575,0.0,5.725,0.0,999.438,80.0,15.0
1735797600,2025-01-02 07:00:00,2025-01-02 08:00:00,fyn,0.125,0.0,4.9,0.0,1000.33,79.25,8.33333
1735801200,2025-01-02 08:00:00,2025-01-02 09:00:00,fyn,-0.225,0.0,3.925,0.0,1001.24,80.25,6.66667
1735804800,2025-01-02 09:00:00,2025-01-02 10:00:00,fyn,-0.325,0.0,3.425,0.0,1002.14,79.0,20.0
1735808400,2025-01-02 10:00:00,2025-01-02 11:00:00,fyn,-0.2,37.5,3.3,0.0,1002.95,77.75,0.0
1735812000,2025-01-02 11:00:00,2025-01-02 12:00:00,fyn,0.35,109.5,3.075,0.0,1003.22,77.25,0.0
1735815600,2025-01-02 12:00:00,2025-01-02 13:00:00,fyn,1.125,162.0,3.55,0.0,1003.08,73.5,0.0
1735819200,2025-01-02 13:00:00,2025-01-02 14:00:00,fyn,1.9,177.5,3.85,0.0,1002.87,70.75,0.0
1735822800,2025-01-02 14:00:00,2025-01-02 15:00:00,fyn,2.625,154.5,4.025,0.0,1002.6,67.25,0.0
1735826400,2025-01-02 15:00:00,2025-01-02 16:00:00,fyn,2.8,93.5,4.5,0.0,1002.61,68.0,0.0
1735830000,2025-01-02 16:00:00,2025-01-02 17:00:00,fyn,1.975,23.0,4.325,0.0,1002.78,77.25,8.33333
1735833600,2025-01-02 17:00:00,2025-01-02 18:00:00,fyn,1.5,0.0,4.5,0.0,1003.12,86.25,25.0
1735837200,2025-01-02 18:00:00,2025-01-02 19:00:00,fyn,1.25,0.0,4.675,0.0,1003.48,89.25,33.3333
1735840800,2025-01-02 19:00:00,2025-01-02 20:00:00,fyn,0.95,0.0,4.275,0.0,1003.95,89.75,5.0
1735844400,2025-01-02 20:00:00,2025-01-02 21:00:00,fyn,0.675,0.0,4.725,0.0,1004.35,89.25,33.3333
1735848000,2025-01-02 21:00:00,2025-01-02 22:00:00,fyn,0.4,0.0,4.275,0.0,1004.57,87.5,80.0
1735851600,2025-01-02 22:00:00,2025-01-02 23:00:00,fyn,0.35,0.0,4.225,0.0,1004.89,85.0,90.0
1735855200,2025-01-02 23:00:00,2025-01-03 00:00:00,fyn,0.1,0.0,4.475,0.0,1005.09,86.25,90.0
1735858800,2025-01-03 00:00:00,2025-01-03 01:00:00,fyn,-0.125,0.0,4.625,0.0,1004.99,87.5,90.0
1735862400,2025-01-03 01:00:00,2025-01-03 02:00:00,fyn,-0.125,0.0,4.85,0.0,1004.64,88.75,60.0
1735866000,2025-01-03 02:00:00,2025-01-03 03:00:00,fyn,-0.375,0.0,4.35,0.0,1004.1,90.5,31.6667
1735869600,2025-01-03 03:00:00,2025-01-03 04:00:00,fyn,-0.525,0.0,4.65,0.0,1003.14,91.75,33.3333
1735873200,2025-01-03 04:00:00,2025-01-03 05:00:00,fyn,-0.15,0.0,5.975,0.0666667,1001.95,91.75,5.0
1735876800,2025-01-03 05:00:00,2025-01-03 06:00:00,fyn,0.125,0.0,6.675,0.0,1000.5,91.5,16.6667
1735880400,2025-01-03 06:00:00,2025-01-03 07:00:00,fyn,0.725,0.0,7.9,0.0333333,998.675,87.5,70.0
1735884000,2025-01-03 07:00:00,2025-01-03 08:00:00,fyn,1.375,0.0,9.675,0.1,998.104,85.75,75.0
1735887600,2025-01-03 08:00:00,2025-01-03 09:00:00,fyn,1.0,0.0,9.075,0.5,998.633,91.5,76.6667
1735891200,2025-01-03 09:00:00,2025-01-03 10:00:00,fyn,0.4,0.0,6.75,0.0,999.579,91.25,36.6667
1735894800,2025-01-03 10:00:00,2025-01-03 11:00:00,fyn,0.0,19.0,7.275,0.0,1000.25,80.25,15.0
1735898400,2025-01-03 11:00:00,2025-01-03 12:00:00,fyn,-0.175,99.5,7.175,0.0,1001.0,70.25,0.0
1735902000,2025-01-03 12:00:00,2025-01-03 13:00:00,fyn,-0.175,168.5,8.025,0.0,1001.83,60.25,0.0
1735905600,2025-01-03 13:00:00,2025-01-03 14:00:00,fyn,-0.25,182.5,7.725,0.1,1002.33,54.0,0.0
1735909200,2025-01-03 14:00:00,2025-01-03 15:00:00,fyn,-0.025,159.5,6.7,0.1,1002.81,55.25,0.0
1735912800,2025-01-03 15:00:00,2025-01-03 16:00:00,fyn,0.475,99.5,6.55,0.0,1003.4,59.75,0.0
1735916400,2025-01-03 16:00:00,2025-01-03 17:00:00,fyn,0.325,26.0,6.25,0.0,1004.02,65.75,8.33333
1735920000,2025-01-03 17:00:00,2025-01-03 18:00:00,fyn,-0.075,0.0,5.875,0.0,1004.72,71.0,1.66667
1735923600,2025-01-03 18:00:00,2025-01-03 19:00:00,fyn,-0.4,0.0,5.575,0.0,1005.3,74.5,10.0
1735927200,2025-01-03 19:00:00,2025-01-03 20:00:00,fyn,-0.4,0.0,6.2,0.0,1006.06,78.25,21.6667
1735930800,2025-01-03 20:00:00,2025-01-03 21:00:00,fyn,-0.625,0.0,5.925,0.0,1006.85,81.75,1.66667
1735934400,2025-01-03 21:00:00,2025-01-03 22:00:00,fyn,-1.025,0.0,5.55,0.0,1007.81,83.5,0.0
1735938000,2025-01-03 22:00:00,2025-01-03 23:00:00,fyn,-1.275,0.0,4.575,0.0,1008.83,82.5,0.0
1735941600,2025-01-03 23:00:00,2025-01-04 00:00:00,fyn,-1.65,0.0,3.625,0.0,1009.8,84.25,28.3333
1735945200,2025-01-04 00:00:00,2025-01-04 01:00:00,fyn,-1.6,0.0,3.1,0.0,1010.62,81.75,26.6667
1735948800,2025-01-04 01:00:00,2025-01-04 02:00:00,fyn,-2.175,0.0,2.35,0.0,1011.24,82.0,0.0
1735952400,2025-01-04 02:00:00,2025-01-04 03:00:00,fyn,-2.825,0.0,2.025,0.0,1011.75,83.5,0.0
1735956000,2025-01-04 03:00:00,2025-01-04 04:00:00,fyn,-3.1,0.0,2.0,0.0,1012.07,85.25,0.0
1735959600,2025-01-04 04:00:00,2025-01-04 05:00:00,fyn,-3.075,0.0,1.9,0.0,1012.05,85.75,1.66667
1735963200,2025-01-04 05:00:00,2025-01-04 06:00:00,fyn,-3.225,0.0,2.025,0.0,1011.93,87.0,18.3333
1735966800,2025-01-04 06:00:00,2025-01-04 07:00:00,fyn,-2.8,0.0,2.275,0.0,1011.75,88.25,36.6667
1735970400,2025-01-04 07:00:00,2025-01-04 08:00:00,fyn,-2.525,0.0,2.55,0.0333333,1011.64,88.75,61.6667
1735974000,2025-01-04 08:00:00,2025-01-04 09:00:00,fyn,-1.85,0.0,3.2,0.0,1011.54,89.75,70.0
1735977600,2025-01-04 09:00:00,2025-01-04 10:00:00,fyn,-1.9,0.5,3.225,0.0,1011.36,90.5,66.6667
1735981200,2025-01-04 10:00:00,2025-01-04 11:00:00,fyn,-1.45,25.5,3.9,0.0,1011.2,91.0,63.3333
1735984800,2025-01-04 11:00:00,2025-01-04 12:00:00,fyn,-0.525,95.0,4.3,0.0,1010.95,91.75,31.6667
1735988400,2025-01-04 12:00:00,2025-01-04 13:00:00,fyn,0.325,98.0,4.4,0.0,1010.39,91.5,38.3333
1735992000,2025-01-04 13:00:00,2025-01-04 14:00:00,fyn,0.9,115.5,5.225,0.0,1009.82,89.75,18.3333
1735995600,2025-01-04 14:00:00,2025-01-04 15:00:00,fyn,1.05,99.0,5.375,0.0,1009.25,89.75,36.6667
1735999200,2025-01-04 15:00:00,2025-01-04 16:00:00,fyn,0.925,37.5,4.475,0.0,1008.88,90.5,91.6667
1736002800,2025-01-04 16:00:00,2025-01-04 17:00:00,fyn,0.55,16.0,3.875,0.0,1008.73,93.0,63.3333
1736006400,2025-01-04 17:00:00,2025-01-04 18:00:00,fyn,0.075,0.0,3.525,0.0,1008.56,94.0,35.0
1736010000,2025-01-04 18:00:00,2025-01-04 19:00:00,fyn,-0.325,0.0,3.275,0.0,1008.33,96.0,91.6667
1736013600,2025-01-04 19:00:00,2025-01-04 20:00:00,fyn,-0.25,0.0,3.675,0.0,1008.17,96.0,23.3333
1736017200,2025-01-04 20:00:00,2025-01-04 21:00:00,fyn,-0.575,0.0,3.0,0.0,1008.1,96.25,0.0
1736020800,2025-01-04 21:00:00,2025-01-04 22:00:00,fyn,-0.825,0.0,2.45,0.0,1007.95,95.75,0.0
1736024400,2025-01-04 22:00:00,2025-01-04 23:00:00,fyn,-1.375,0.0,2.9,0.0,1007.68,95.5,0.0
1736028000,2025-01-04 23:00:00,2025-01-05 00:00:00,fyn,-1.525,0.0,2.55,0.0,1007.64,96.25,0.0
1736031600,2025-01-05 00:00:00,2025-01-05 01:00:00,fyn,-1.675,0.0,2.975,0.0,1007.33,96.0,0.0
1736035200,2025-01-05 01:00:00,2025-01-05 02:00:00,fyn,-1.725,0.0,2.875,0.0,1006.76,96.0,8.33333
1736038800,2025-01-05 02:00:00,2025-01-05 03:00:00,fyn,-1.7,0.0,2.8,0.0,1006.31,96.75,86.6667
1736042400,2025-01-05 03:00:00,2025-01-05 04:00:00,fyn,-1.275,0.0,2.675,0.0,1005.65,97.25,95.0
1736046000,2025-01-05 04:00:00,2025-01-05 05:00:00,fyn,-0.775,0.0,2.65,0.0,1004.98,97.25,93.3333
1736049600,2025-01-05 05:00:00,2025-01-05 06:00:00,fyn,-0.5,0.0,2.5,0.0333333,1004.72,97.5,96.6667
1736053200,2025-01-05 06:00:00,2025-01-05 07:00:00,fyn,0.125,0.0,2.95,0.0333333,1004.17,97.5,95.0
1736056800,2025-01-05 07:00:00,2025-01-05 08:00:00,fyn,0.475,0.0,3.025,0.0,1003.62,97.0,91.6667
1736060400,2025-01-05 08:00:00,2025-01-05 09:00:00,fyn,0.475,0.0,2.75,0.0,1003.08,97.25,90.0
1736064000,2025-01-05 09:00:00,2025-01-05 10:00:00,fyn,0.475,0.0,3.275,0.0333333,1002.73,96.75,96.6667
1736067600,2025-01-05 10:00:00,2025-01-05 11:00:00,fyn,0.95,3.0,4.35,0.0,1002.35,95.5,95.0
1736071200,2025-01-05 11:00:00,2025-01-05 12:00:00,fyn,1.1,13.0,4.475,0.1,1001.53,94.5,93.3333
1736074800,2025-01-05 12:00:00,2025-01-05 13:00:00,fyn,1.3,18.0,5.0,0.1,1000.58,93.5,93.3333
1736078400,2025-01-05 13:00:00,2025-01-05 14:00:00,fyn,1.5,24.0,4.75,0.0333333,999.425,91.25,95.0
1736082000,2025-01-05 14:00:00,2025-01-05 15:00:00,fyn,1.6,26.5,4.525,0.0,998.057,89.0,90.0
1736085600,2025-01-05 15:00:00,2025-01-05 16:00:00,fyn,1.55,18.5,4.325,0.0,997.008,88.25,90.0
1736089200,2025-01-05 16:00:00,2025-01-05 17:00:00,fyn,1.275,4.5,4.575,0.0,995.775,88.75,90.0
1736092800,2025-01-05 17:00:00,2025-01-05 18:00:00,fyn,1.025,0.0,5.55,0.0,994.708,90.0,78.3333
1736096400,2025-01-05 18:00:00,2025-01-05 19:00:00,fyn,0.975,0.0,6.75,0.0,993.829,89.5,65.0
1736100000,2025-01-05 19:00:00,2025-01-05 20:00:00,fyn,0.425,0.0,7.35,0.133333,992.638,93.25,80.0
1736103600,2025-01-05 20:00:00,2025-01-05 21:00:00,fyn,0.075,0.0,8.75,0.333333,991.042,95.25,81.6667
1736107200,2025-01-05 21:00:00,2025-01-05 22:00:00,fyn,0.05,0.0,9.6,0.2,989.683,93.75,78.3333
1736110800,2025-01-05 22:00:00,2025-01-05 23:00:00,fyn,-0.05,0.0,9.25,0.2,988.396,94.0,96.6667
1736114400,2025-01-05 23:00:00,2025-01-06 00:00:00,fyn,-0.225,0.0,9.225,0.2,986.758,94.75,96.6667
1736118000,2025-01-06 00:00:00,2025-01-06 01:00:00,fyn,-0.125,0.0,9.025,0.366667,985.683,95.25,93.3333
1736121600,2025-01-06 01:00:00,2025-01-06 02:00:00,fyn,0.125,0.0,8.45,1.1,984.237,97.25,95.0
1736125200,2025-01-06 02:00:00,2025-01-06 03:00:00,fyn,0.4,0.0,7.95,1.2,982.925,97.75,95.0
1736128800,2025-01-06 03:00:00,2025-01-06 04:00:00,fyn,0.675,0.0,7.8,1.03333,981.875,97.75,96.6667
1736132400,2025-01-06 04:00:00,2025-01-06 05:00:00,fyn,0.9,0.0,7.05,1.93333,980.754,98.25,91.6667
1736136000,2025-01-06 05:00:00,2025-01-06 06:00:00,fyn,1.325,0.0,6.1,1.56667,979.942,98.5,98.3333
1736139600,2025-01-06 06:00:00,2025-01-06 07:00:00,fyn,2.025,0.0,5.125,2.7,978.996,98.5,98.3333
1736143200,2025-01-06 07:00:00,2025-01-06 08:00:00,fyn,2.9,0.0,4.6,2.1,978.342,98.5,91.6667
1736146800,2025-01-06 08:00:00,2025-01-06 09:00:00,fyn,3.85,0.0,4.375,1.36667,978.0,99.0,93.3333
1736150400,2025-01-06 09:00:00,2025-01-06 10:00:00,fyn,5.05,,5.45,,977.294,100.0,80.0
1736154000,2025-01-06 10:00:00,2025-01-06 11:00:00,fyn,5.825,2.5,5.325,1.36667,977.467,99.0,95.0
1736157600,2025-01-06 11:00:00,2025-01-06 12:00:00,fyn,7.225,14.5,6.15,0.5,977.096,98.0,95.0
1736161200,2025-01-06 12:00:00,2025-01-06 13:00:00,fyn,8.1,29.5,6.825,0.466667,976.625,95.75,95.0
1736164800,2025-01-06 13:00:00,2025-01-06 14:00:00,fyn,8.45,29.0,6.85,0.5,975.942,93.75,95.0
1736168400,2025-01-06 14:00:00,2025-01-06 15:00:00,fyn,8.675,26.0,6.85,0.2,975.271,91.75,95.0
1736172000,2025-01-06 15:00:00,2025-01-06 16:00:00,fyn,8.825,13.0,7.15,0.166667,974.667,90.0,96.6667
1736175600,2025-01-06 16:00:00,2025-01-06 17:00:00,fyn,8.7,1.0,7.35,0.3,973.846,91.25,91.6667
1736179200,2025-01-06 17:00:00,2025-01-06 18:00:00,fyn,8.6,0.0,7.425,0.233333,972.758,92.25,90.0
1736182800,2025-01-06 18:00:00,2025-01-06 19:00:00,fyn,8.55,0.0,8.2,0.2,971.658,92.25,90.0
1736186400,2025-01-06 19:00:00,2025-01-06 20:00:00,fyn,8.5,0.0,9.95,0.966667,972.121,91.75,86.6667
1736190000,2025-01-06 20:00:00,2025-01-06 21:00:00,fyn,7.725,0.0,14.4,0.9,973.646,84.5,90.0
1736193600,2025-01-06 21:00:00,2025-01-06 22:00:00,fyn,6.45,0.0,14.55,0.0,974.754,81.75,85.0
1736197200,2025-01-06 22:00:00,2025-01-06 23:00:00,fyn,5.9,0.0,13.85,0.0,975.692,81.25,90.0
1736200800,2025-01-06 23:00:00,2025-01-07 00:00:00,fyn,5.525,0.0,13.725,0.0,976.588,81.0,90.0
1736204400,2025-01-07 00:00:00,2025-01-07 01:00:00,fyn,5.075,0.0,13.275,0.0,977.067,82.0,90.0
1736208000,2025-01-07 01:00:00,2025-01-07 02:00:00,fyn,4.85,0.0,13.725,0.0333333,977.267,83.5,90.0
1736211600,2025-01-07 02:00:00,2025-01-07 03:00:00,fyn,4.775,0.0,14.525,0.233333,977.617,82.25,85.0
1736215200,2025-01-07 03:00:00,2025-01-07 04:00:00,fyn,4.7,0.0,14.725,0.333333,977.596,81.0,73.3333
1736218800,2025-01-07 04:00:00,2025-01-07 05:00:00,fyn,4.525,0.0,15.3,0.366667,977.5,81.5,65.0
1736222400,2025-01-07 05:00:00,2025-01-07 06:00:00,fyn,4.45,0.0,15.375,0.3,977.487,83.5,90.0
1736226000,2025-01-07 06:00:00,2025-01-07 07:00:00,fyn,4.45,0.0,14.875,0.266667,978.129,85.0,93.3333
1736229600,2025-01-07 07:00:00,2025-01-07 08:00:00,fyn,4.55,0.0,14.925,0.533333,979.221,82.25,80.0
1736233200,2025-01-07 08:00:00,2025-01-07 09:00:00,fyn,4.4,0.0,14.525,0.0333333,980.779,82.25,65.0
1736236800,2025-01-07 09:00:00,2025-01-07 10:00:00,fyn,3.725,0.5,13.875,0.633333,981.754,86.25,85.0
1736240400,2025-01-07 10:00:00,2025-01-07 11:00:00,fyn,3.875,10.0,12.3,0.2,982.458,85.0,66.6667
1736244000,2025-01-07 11:00:00,2025-01-07 12:00:00,fyn,4.85,43.0,11.95,0.133333,983.358,81.5,23.3333
1736247600,2025-01-07 12:00:00,2025-01-07 13:00:00,fyn,5.25,103.0,11.875,0.233333,983.975,79.5,76.6667
1736251200,2025-01-07 13:00:00,2025-01-07 14:00:00,fyn,5.525,102.5,11.55,0.0,984.546,78.0,25.0
1736254800,2025-01-07 14:00:00,2025-01-07 15:00:00,fyn,5.575,102.0,11.15,0.0,985.175,75.25,38.3333
1736258400,2025-01-07 15:00:00,2025-01-07 16:00:00,fyn,5.2,50.5,10.85,0.0333333,985.642,76.25,75.0
1736262000,2025-01-07 16:00:00,2025-01-07 17:00:00,fyn,4.8,11.5,10.0,0.266667,986.025,79.0,85.0
1736265600,2025-01-07 17:00:00,2025-01-07 18:00:00,fyn,4.425,0.0,10.05,0.1,986.125,81.5,91.6667
1736269200,2025-01-07 18:00:00,2025-01-07 19:00:00,fyn,4.2,0.0,9.45,0.2,986.25,82.0,85.0
1736272800,2025-01-07 19:00:00,2025-01-07 20:00:00,fyn,3.825,0.0,8.875,0.2,986.271,82.5,58.3333
1736276400,2025-01-07 20:00:00,2025-01-07 21:00:00,fyn,3.525,0.0,8.625,0.0666667,986.254,81.0,55.0
1736280000,2025-01-07 21:00:00,2025-01-07 22:00:00,fyn,3.3,0.0,9.375,0.0333333,986.125,81.75,45.0
1736283600,2025-01-07 22:00:00,2025-01-07 23:00:00,fyn,2.975,0.0,8.65,0.0,985.725,84.0,28.3333
1736287200,2025-01-07 23:00:00,2025-01-08 00:00:00,fyn,3.025,0.0,8.7,0.0,985.475,83.5,21.6667
1736290800,2025-01-08 00:00:00,2025-01-08 01:00:00,fyn,3.35,0.0,9.375,0.0,985.325,80.25,45.0
1736294400,2025-01-08 01:00:00,2025-01-08 02:00:00,fyn,3.4,0.0,10.675,0.133333,985.054,82.5,75.0
1736298000,2025-01-08 02:00:00,2025-01-08 03:00:00,fyn,3.275,0.0,10.275,0.266667,985.054,84.5,90.0
1736301600,2025-01-08 03:00:00,2025-01-08 04:00:00,fyn,3.4,0.0,10.25,0.333333,984.858,85.5,90.0
1736305200,2025-01-08 04:00:00,2025-01-08 05:00:00,fyn,3.725,0.0,10.85,0.5,984.733,84.75,90.0
1736308800,2025-01-08 05:00:00,2025-01-08 06:00:00,fyn,3.625,0.0,10.075,0.4,984.638,86.75,85.0
1736312400,2025-01-08 06:00:00,2025-01-08 07:00:00,fyn,3.725,0.0,10.1,0.233333,984.692,85.75,80.0
1736316000,2025-01-08 07:00:00,2025-01-08 08:00:00,fyn,3.8,0.0,10.125,0.0666667,985.138,86.0,90.0
1736319600,2025-01-08 08:00:00,2025-01-08 09:00:00,fyn,3.775,0.0,9.6,0.1,985.871,85.25,53.3333
1736323200,2025-01-08 09:00:00,2025-01-08 10:00:00,fyn,3.65,0.5,9.675,0.4,986.404,85.75,53.3333
1736326800,2025-01-08 10:00:00,2025-01-08 11:00:00,fyn,4.125,26.0,9.825,0.6,986.85,83.5,60.0
1736330400,2025-01-08 11:00:00,2025-01-08 12:00:00,fyn,4.55,104.5,10.775,0.133333,987.237,82.0,81.6667
1736334000,2025-01-08 12:00:00,2025-01-08 13:00:00,fyn,4.6,165.5,10.525,0.0666667,987.75,82.75,65.0
1736337600,2025-01-08 13:00:00,2025-01-08 14:00:00,fyn,4.66667,141.0,10.8667,0.15,988.374,84.3333,85.0
1736341200,2025-01-08 14:00:00,2025-01-08 15:00:00,fyn,4.75,124.5,9.9,0.0666667,989.013,83.25,51.6667
1736344800,2025-01-08 15:00:00,2025-01-08 16:00:00,fyn,4.45,43.5,9.5,0.0666667,989.808,84.25,28.3333
1736348400,2025-01-08 16:00:00,2025-01-08 17:00:00,fyn,4.2,15.5,8.7,0.5,990.642,84.75,10.0
1736352000,2025-01-08 17:00:00,2025-01-08 18:00:00,fyn,3.825,0.0,7.95,0.133333,991.571,85.5,8.33333
1736355600,2025-01-08 18:00:00,2025-01-08 19:00:00,fyn,3.7,0.0,7.725,0.0666667,992.133,85.25,8.33333
1736359200,2025-01-08 19:00:00,2025-01-08 20:00:00,fyn,3.55,0.0,7.1,0.0333333,992.575,85.0,3.33333
1736362800,2025-01-08 20:00:00,2025-01-08 21:00:00,fyn,3.1,0.0,6.15,0.0,993.321,87.0,5.0
1736366400,2025-01-08 21:00:00,2025-01-08 22:00:00,fyn,2.725,0.0,6.025,0.0333333,993.796,88.5,20.0
1736370000,2025-01-08 22:00:00,2025-01-08 23:00:00,fyn,2.5,0.0,5.7,0.0666667,993.933,89.5,20.0
1736373600,2025-01-08 23:00:00,2025-01-09 00:00:00,fyn,2.35,0.0,5.1,0.1,993.929,90.5,36.6667
1736377200,2025-01-09 00:00:00,2025-01-09 01:00:00,fyn,2.15,0.0,4.6,0.0333333,993.983,91.0,11.6667
1736380800,2025-01-09 01:00:00,2025-01-09 02:00:00,fyn,1.925,0.0,4.55,0.0,994.05,92.0,85.0
1736384400,2025-01-09 02:00:00,2025-01-09 03:00:00,fyn,1.775,0.0,3.825,0.0333333,994.058,93.25,90.0
1736388000,2025-01-09 03:00:00,2025-01-09 04:00:00,fyn,1.75,0.0,3.9,0.0,993.933,94.0,90.0
1736391600,2025-01-09 04:00:00,2025-01-09 05:00:00,fyn,1.675,0.0,3.425,0.0,993.921,94.25,90.0
1736395200,2025-01-09 05:00:00,2025-01-09 06:00:00,fyn,1.4,0.0,2.85,0.0,994.108,94.75,85.0
1736398800,2025-01-09 06:00:00,2025-01-09 07:00:00,fyn,1.15,0.0,2.825,0.0,994.292,95.0,75.0
1736402400,2025-01-09 07:00:00,2025-01-09 08:00:00,fyn,0.825,0.0,2.7,0.0,994.646,95.75,30.0
1736406000,2025-01-09 08:00:00,2025-01-09 09:00:00,fyn,0.675,0.0,2.725,0.0,995.0,96.25,81.6667
1736409600,2025-01-09 09:00:00,2025-01-09 10:00:00,fyn,0.675,0.5,2.25,0.0,994.925,96.25,75.0
1736413200,2025-01-09 10:00:00,2025-01-09 11:00:00,fyn,0.5,37.0,1.725,0.0,995.096,96.0,53.3333
1736416800,2025-01-09 11:00:00,2025-01-09 12:00:00,fyn,1.025,93.0,1.775,0.0333333,995.438,95.25,10.0
1736420400,2025-01-09 12:00:00,2025-01-09 13:00:00,fyn,1.875,114.0,1.825,0.0,995.333,93.25,41.6667
1736424000,2025-01-09 13:00:00,2025-01-09 14:00:00,fyn,2.175,114.5,1.05,0.0,995.217,91.75,36.6667
1736427600,2025-01-09 14:00:00,2025-01-09 15:00:00,fyn,2.475,124.0,1.4,0.0,995.233,91.0,85.0
1736431200,2025-01-09 15:00:00,2025-01-09 16:00:00,fyn,2.6,64.5,0.95,0.0,995.513,91.0,90.0
1736434800,2025-01-09 16:00:00,2025-01-09 17:00:00,fyn,2.1,19.0,1.15,0.0,995.971,92.25,93.3333
1736438400,2025-01-09 17:00:00,2025-01-09 18:00:00,fyn,1.55,0.0,1.125,0.0,996.575,93.0,90.0
1736442000,2025-01-09 18:00:00,2025-01-09 19:00:00,fyn,0.85,0.0,1.1,0.0,996.904,95.25,75.0
1736445600,2025-01-09 19:00:00,2025-01-09 20:00:00,fyn,0.3,0.0,1.15,0.0,997.368,95.75,11.6667
1736449200,2025-01-09 20:00:00,2025-01-09 21:00:00,fyn,0.0,0.0,1.225,0.0,998.221,95.5,28.3333
1736452800,2025-01-09 21:00:00,2025-01-09 22:00:00,fyn,-0.275,0.0,1.4,0.0,998.938,96.25,18.3333
